time,Arr_CUHI_0,Arr_CUHI_0_JJA,Arr_CUHI_0_DJF,Arr_SUHI_0,Arr_SUHI_0_JJA,Arr_SUHI_0_DJF,Arr_SWBGT_U_0,Arr_SWBGT_U_0_JJA,Arr_SWBGT_U_0_DJF,Arr_TBUILD_0,Arr_TBUILD_0_JJA,Arr_TBUILD_0_DJF,Arr_CUHI_2,Arr_CUHI_2_JJA,Arr_CUHI_2_DJF,Arr_SUHI_2,Arr_SUHI_2_JJA,Arr_SUHI_2_DJF,Arr_SWBGT_U_2,Arr_SWBGT_U_2_JJA,Arr_SWBGT_U_2_DJF,Arr_TBUILD_2,Arr_TBUILD_2_JJA,Arr_TBUILD_2_DJF,Arr_CUHI_3,Arr_CUHI_3_JJA,Arr_CUHI_3_DJF,Arr_SUHI_3,Arr_SUHI_3_JJA,Arr_SUHI_3_DJF,Arr_SWBGT_U_3,Arr_SWBGT_U_3_JJA,Arr_SWBGT_U_3_DJF,Arr_TBUILD_3,Arr_TBUILD_3_JJA,Arr_TBUILD_3_DJF,Arr_CUHI_5,Arr_CUHI_5_JJA,Arr_CUHI_5_DJF,Arr_SUHI_5,Arr_SUHI_5_JJA,Arr_SUHI_5_DJF,Arr_SWBGT_U_5,Arr_SWBGT_U_5_JJA,Arr_SWBGT_U_5_DJF,Arr_TBUILD_5,Arr_TBUILD_5_JJA,Arr_TBUILD_5_DJF
2015,0.8016964793205261,0.8652706146240234,0.7067356705665588,1.3566752672195435,1.4435335397720337,1.2003179788589478,20.867650985717773,25.298826217651367,16.10369110107422,22.775625228881836,26.415756225585938,19.198440551757812,0.7955681681632996,0.8586440682411194,0.7015038728713989,1.3163888454437256,1.3986893892288208,1.1686240434646606,20.864301681518555,25.295181274414062,16.100934982299805,22.74936866760254,26.385480880737305,19.178834915161133,0.8010565638542175,0.8645236492156982,0.7062941789627075,1.3544390201568604,1.4408514499664307,1.198885440826416,20.867280960083008,25.29837989807129,16.10343360900879,22.776344299316406,26.416671752929688,19.198890686035156,0.7995774745941162,0.8631114363670349,0.7048534154891968,1.3501343727111816,1.4366670846939087,1.1948258876800537,20.866703033447266,25.297866821289062,16.10284423828125,22.7657413482666,26.40419578552246,19.19103240966797
2016,0.765078067779541,0.8442306518554688,0.6743298172950745,1.258517861366272,1.3812450170516968,1.148990273475647,21.08403778076172,25.415245056152344,16.24713706970215,22.950719833374023,26.670034408569336,19.18083953857422,0.7588973641395569,0.8374214768409729,0.6692195534706116,1.2181320190429688,1.3358207941055298,1.1176694631576538,21.080720901489258,25.41156768798828,16.24445152282715,22.92450714111328,26.639314651489258,19.161972045898438,0.764430582523346,0.8434658050537109,0.6738870739936829,1.2562867403030396,1.3785502910614014,1.1475657224655151,21.08366584777832,25.414794921875,16.24687957763672,22.951431274414062,26.670934677124023,19.181283950805664,0.7630016207695007,0.8420488834381104,0.6724830269813538,1.2521262168884277,1.3743726015090942,1.143601655960083,21.08312225341797,25.414274215698242,16.246315002441406,22.940885543823242,26.658361434936523,19.173683166503906
2017,0.7580013871192932,0.8320160508155823,0.6972850561141968,1.2505861520767212,1.3349814414978027,1.177978754043579,20.94814682006836,25.45341682434082,15.813538551330566,22.847869873046875,26.432085037231445,19.097822189331055,0.7517957091331482,0.8253521919250488,0.6920056939125061,1.2102060317993164,1.2904407978057861,1.1460280418395996,20.944833755493164,25.449792861938477,15.810754776000977,22.821746826171875,26.401973724365234,19.078548431396484,0.7573540806770325,0.8312733173370361,0.6968254446983337,1.2483562231063843,1.3323392868041992,1.17647385597229,20.94776725769043,25.452974319458008,15.813273429870605,22.84857940673828,26.432992935180664,19.098270416259766,0.7559363842010498,0.8298677802085876,0.6954264640808105,1.2442352771759033,1.3282097578048706,1.1725656986236572,20.94722557067871,25.452472686767578,15.812700271606445,22.83810806274414,26.420520782470703,19.09044075012207
2018,0.7669306397438049,0.833098828792572,0.7074214220046997,1.260982871055603,1.3402934074401855,1.2240800857543945,20.600831985473633,25.015464782714844,15.831619262695312,22.56448745727539,26.031625747680664,19.004350662231445,0.760679304599762,0.8264708518981934,0.7021516561508179,1.2204686403274536,1.2956531047821045,1.192345142364502,20.597482681274414,25.011844635009766,15.828841209411621,22.53822135925293,26.001893997192383,18.984752655029297,0.7662773728370667,0.8323470950126648,0.7069648504257202,1.2587183713912964,1.3376041650772095,1.2226178646087646,20.600452423095703,25.0150203704834,15.831358909606934,22.565196990966797,26.03253936767578,19.00479507446289,0.7648494839668274,0.8309395909309387,0.7055336833000183,1.254623532295227,1.3334989547729492,1.2186073064804077,20.59991455078125,25.014522552490234,15.830760955810547,22.554645538330078,26.020109176635742,18.997013092041016
2019,0.7639628648757935,0.8312620520591736,0.6900745034217834,1.252604365348816,1.345272183418274,1.1571412086486816,20.766698837280273,25.188047409057617,16.139724731445312,22.76429557800293,26.369821548461914,19.365646362304688,0.7577475905418396,0.8245313763618469,0.6680890917778015,1.2121256589889526,1.300271987915039,1.0229099988937378,20.763364791870117,25.18439292907715,16.128040313720703,22.737930297851562,26.339527130126953,19.282602310180664,0.763312816619873,0.8305052518844604,0.6896336078643799,1.2503647804260254,1.3425909280776978,1.155714511871338,20.766321182250977,25.18760108947754,16.13947105407715,22.765016555786133,26.3707332611084,19.366100311279297,0.7618929743766785,0.8291095495223999,0.6882026195526123,1.2462443113327026,1.3384809494018555,1.1516975164413452,20.76577377319336,25.187089920043945,16.138891220092773,22.754413604736328,26.358272552490234,19.358171463012695
2020,0.7443472146987915,0.8123546242713928,0.6928967237472534,1.2239915132522583,1.3001469373703003,1.193104863166809,20.96561622619629,25.360332489013672,15.863673210144043,22.92275047302246,26.380123138427734,19.05769157409668,0.7068730592727661,0.7721462249755859,0.6602907776832581,0.9854446053504944,1.0344775915145874,1.0019952058792114,20.945661544799805,25.338422775268555,15.846902847290039,22.767913818359375,26.202686309814453,18.942218780517578,0.7437083125114441,0.8116036057472229,0.6924434900283813,1.221791386604309,1.2974897623062134,1.1916271448135376,20.965242385864258,25.35988426208496,15.863410949707031,22.923458099365234,26.381025314331055,19.058141708374023,0.742275595664978,0.8101881146430969,0.6910310387611389,1.2176681756973267,1.293400526046753,1.187678337097168,20.964712142944336,25.35939598083496,15.862846374511719,22.913007736206055,26.36870002746582,19.05038070678711
2021,0.7442983388900757,0.817279040813446,0.6902097463607788,1.1969853639602661,1.2676554918289185,1.158651351928711,20.753856658935547,25.213712692260742,15.52255630493164,22.65856170654297,26.37415313720703,19.00395393371582,0.7063426375389099,0.776419997215271,0.6585487127304077,0.9546496272087097,0.9981392621994019,0.9701093435287476,20.73373031616211,25.191587448120117,15.506123542785645,22.503314971923828,26.1926212310791,18.888643264770508,0.7436472177505493,0.8165199160575867,0.6897695064544678,1.1947354078292847,1.2649742364883423,1.1572167873382568,20.753475189208984,25.213260650634766,15.522300720214844,22.659276962280273,26.37506103515625,19.0044002532959,0.7422327995300293,0.8151077032089233,0.6883770227432251,1.1906464099884033,1.260854721069336,1.153289556503296,20.75295066833496,25.21276092529297,15.521736145019531,22.648834228515625,26.362571716308594,18.99675941467285
2022,0.7606322765350342,0.8333474397659302,0.7141655087471008,1.23601233959198,1.315840721130371,1.2265619039535522,20.59555435180664,25.187559127807617,15.592427253723145,22.674638748168945,26.356924057006836,19.01799774169922,0.7225913405418396,0.7924235463142395,0.6819000840187073,0.9930863976478577,1.0449285507202148,1.0352411270141602,20.575420379638672,25.1654109954834,15.575602531433105,22.516223907470703,26.173931121826172,18.901168823242188,0.7599890828132629,0.8325952291488647,0.7137191295623779,1.2337788343429565,1.3131606578826904,1.2251085042953491,20.595178604125977,25.187108993530273,15.592167854309082,22.67536163330078,26.35784912109375,19.018447875976562,0.7585678100585938,0.8311771154403687,0.7123247385025024,1.2296632528305054,1.3090240955352783,1.2211610078811646,20.594646453857422,25.18661880493164,15.591593742370605,22.664796829223633,26.34524917602539,19.01068878173828
2023,0.762708842754364,0.8360978364944458,0.688622236251831,1.254485845565796,1.3546550273895264,1.202293038368225,20.633371353149414,25.057811737060547,16.208683013916016,22.666025161743164,26.2265682220459,19.36543846130371,0.7245827913284302,0.7947210073471069,0.657581627368927,1.01115083694458,1.0815703868865967,1.0160350799560547,20.613168716430664,25.035560607910156,16.19246482849121,22.50872230529785,26.042804718017578,19.250581741333008,0.7620547413825989,0.8353236317634583,0.6881886720657349,1.252231240272522,1.3519177436828613,1.200882077217102,20.63298988342285,25.057355880737305,16.208431243896484,22.666738510131836,26.22747039794922,19.365882873535156,0.7606528997421265,0.8339428901672363,0.6868283152580261,1.2481467723846436,1.347880482673645,1.1970247030258179,20.6324520111084,25.056859970092773,16.207876205444336,22.65625762939453,26.2149715423584,19.358217239379883
2024,0.7544687390327454,0.8328992128372192,0.6739981174468994,1.253636121749878,1.342968225479126,1.1242197751998901,21.019920349121094,25.44024085998535,16.240293502807617,22.946582794189453,26.54452896118164,19.194969177246094,0.7167512774467468,0.7916226387023926,0.6243094205856323,1.012662410736084,1.072127342224121,0.8249756097793579,20.999984741210938,25.418190002441406,16.21415138244629,22.788692474365234,26.358592987060547,19.016199111938477,0.7538284659385681,0.8321349024772644,0.6703639626502991,1.2514262199401855,1.3402762413024902,1.1123857498168945,21.019546508789062,25.439794540405273,16.238210678100586,22.94729232788086,26.54543113708496,19.198488235473633,0.7524428963661194,0.8307592868804932,0.6721713542938232,1.2473706007003784,1.3361968994140625,1.118876338005066,21.019020080566406,25.439294815063477,16.23946189880371,22.936832427978516,26.532869338989258,19.187740325927734
2025,0.7629213333129883,0.8487037420272827,0.6894459128379822,1.251139760017395,1.3693876266479492,1.1712349653244019,20.974897384643555,25.405569076538086,16.240489959716797,22.99854850769043,26.69044303894043,19.346174240112305,0.6918720602989197,0.7711299061775208,0.6294266581535339,0.8006688952445984,0.862024188041687,0.8204797506332397,20.937421798706055,25.364116668701172,16.209501266479492,22.707271575927734,26.34787940979004,19.131784439086914,0.7556503415107727,0.8400864005088806,0.6844699382781982,1.2260558605194092,1.338897705078125,1.1551647186279297,20.970703125,25.400541305541992,16.237621307373047,23.006376266479492,26.700420379638672,19.351089477539062,0.7608707547187805,0.8465439677238464,0.687606692314148,1.244789958000183,1.3625421524047852,1.165858268737793,20.973976135253906,25.404603958129883,16.23965835571289,22.9887638092041,26.678770065307617,19.338895797729492
2026,0.7608026266098022,0.836662232875824,0.6779459118843079,1.244385004043579,1.3521023988723755,1.1525596380233765,21.081674575805664,25.403209686279297,16.105396270751953,23.022220611572266,26.62912940979004,19.33837127685547,0.6894834637641907,0.7603874206542969,0.6192800998687744,0.794998049736023,0.8508076071739197,0.8072960376739502,21.044103622436523,25.362245559692383,16.075088500976562,22.729280471801758,26.290067672729492,19.126108169555664,0.7535757422447205,0.8282102942466736,0.6730696558952332,1.2195146083831787,1.3221842050552368,1.1367839574813843,21.077486038208008,25.398242950439453,16.102596282958984,23.03009796142578,26.639223098754883,19.3432559967041,0.7587443590164185,0.8345058560371399,0.6761271357536316,1.238041639328003,1.3452768325805664,1.1471996307373047,21.080759048461914,25.402257919311523,16.104576110839844,23.012357711791992,26.617464065551758,19.331178665161133
2027,0.75728440284729,0.8345226645469666,0.6845412254333496,1.2331169843673706,1.3356136083602905,1.1575812101364136,21.24227523803711,25.52950096130371,16.502954483032227,23.18865966796875,26.749135971069336,19.45566177368164,0.6861678957939148,0.7573491930961609,0.6256454586982727,0.7856237888336182,0.8333969116210938,0.8112650513648987,21.204923629760742,25.488370895385742,16.47254753112793,22.895427703857422,26.406944274902344,19.24250602722168,0.7500247955322266,0.8259392976760864,0.6796750426292419,1.208176612854004,1.3053873777389526,1.141850471496582,21.238067626953125,25.524486541748047,16.500146865844727,23.19651985168457,26.75904083251953,19.460533142089844,0.7552386522293091,0.8323717713356018,0.6827340722084045,1.2267943620681763,1.3288217782974243,1.1522653102874756,21.241361618041992,25.52855110168457,16.50214385986328,23.17881202697754,26.73750877380371,19.448486328125
2028,0.7558060884475708,0.832949697971344,0.6831433176994324,1.229182481765747,1.3503261804580688,1.1559194326400757,21.15188217163086,25.53101348876953,15.823746681213379,23.062406539916992,26.722087860107422,19.21770668029785,0.685003936290741,0.756844699382782,0.6252480149269104,0.7827339172363281,0.8535934090614319,0.8135135173797607,21.114578247070312,25.490135192871094,15.793510437011719,22.769102096557617,26.384130477905273,19.00727653503418,0.7485960721969604,0.8246976137161255,0.6783137917518616,1.2043888568878174,1.3210535049438477,1.140255331993103,21.147689819335938,25.526113510131836,15.820939064025879,23.07023048400879,26.732067108154297,19.222671508789062,0.753767728805542,0.830829918384552,0.681338369846344,1.2228807210922241,1.3436323404312134,1.1505756378173828,21.150968551635742,25.530075073242188,15.822929382324219,23.05259895324707,26.710603713989258,19.21051025390625
2029,0.7639190554618835,0.8265326619148254,0.6746987700462341,1.2692607641220093,1.324134111404419,1.129007339477539,20.771772384643555,25.42261505126953,16.470685958862305,22.890047073364258,26.47413444519043,19.51637840270996,0.6927876472473145,0.7504926323890686,0.5942150950431824,0.8219764232635498,0.8283824324607849,0.6633392572402954,20.734439849853516,25.381946563720703,16.429393768310547,22.601139068603516,26.141740798950195,19.230382919311523,0.7567094564437866,0.8181873559951782,0.669562041759491,1.2444475889205933,1.294508934020996,1.1125866174697876,20.76759147644043,25.417678833007812,16.467731475830078,22.897911071777344,26.484182357788086,19.521411895751953,0.7618523836135864,0.8243796825408936,0.6728209257125854,1.2629042863845825,1.3173552751541138,1.1235895156860352,20.7708683013916,25.421676635742188,16.469844818115234,22.880294799804688,26.462623596191406,19.508840560913086
2030,0.740410327911377,0.8293563723564148,0.6824350357055664,1.1977944374084473,1.3504747152328491,1.1775890588760376,21.375614166259766,25.651851654052734,16.393945693969727,23.1949520111084,26.769262313842773,19.5140438079834,0.6363552808761597,0.7170226573944092,0.594852864742279,0.5520303845405579,0.6283550262451172,0.6702371835708618,21.321020126342773,25.591938018798828,16.349117279052734,22.770177841186523,26.277366638183594,19.202951431274414,0.7332490086555481,0.8208664059638977,0.6774938106536865,1.1732897758483887,1.320792555809021,1.1616572141647339,21.37145233154297,25.646883010864258,16.391101837158203,23.202796936035156,26.77903175354004,19.51894187927246,0.7383678555488586,0.8272051215171814,0.6806206703186035,1.1915183067321777,1.3437292575836182,1.1722521781921387,21.374710083007812,25.650903701782227,16.393136978149414,23.18509292602539,26.757709503173828,19.506824493408203
2031,0.7541158199310303,0.8108829259872437,0.7060158848762512,1.2378209829330444,1.294766902923584,1.136130690574646,21.245677947998047,25.704565048217773,16.282407760620117,23.09553337097168,26.569639205932617,19.254175186157227,0.6487762331962585,0.7008440494537354,0.6131805777549744,0.5859785676002502,0.5841854214668274,0.6134983897209167,21.19064712524414,25.645408630371094,16.234806060791016,22.670822143554688,26.089977264404297,18.930519104003906,0.746904730796814,0.8026875853538513,0.7008417248725891,1.21309494972229,1.2657610177993774,1.1195991039276123,21.241483688354492,25.69968032836914,16.27941131591797,23.103343963623047,26.579633712768555,19.259174346923828,0.752045750617981,0.8087368011474609,0.6783023476600647,1.231473684310913,1.2880409955978394,1.057066559791565,21.244768142700195,25.70363998413086,16.270225524902344,23.085710525512695,26.558162689208984,19.152667999267578
2032,0.755834698677063,0.8222848176956177,0.6933876276016235,1.215933084487915,1.3127838373184204,1.2222874164581299,20.893573760986328,25.355812072753906,15.568939208984375,22.872976303100586,26.455543518066406,19.286834716796875,0.6505554914474487,0.7098501324653625,0.6047120690345764,0.5655961632728577,0.5895909667015076,0.7120086550712585,20.83835220336914,25.295734405517578,15.523909568786621,22.45012664794922,25.970882415771484,18.9710693359375,0.7486149668693542,0.8137810230255127,0.6884796619415283,1.1911741495132446,1.2829320430755615,1.206273078918457,20.889381408691406,25.350807189941406,15.566131591796875,22.880813598632812,26.465394973754883,19.29172134399414,0.7130495309829712,0.777869462966919,0.6568773984909058,1.0887104272842407,1.177738904953003,1.1173553466796875,20.875394821166992,25.33718490600586,15.55293083190918,22.681190490722656,26.229965209960938,19.145761489868164
2033,0.7589510083198547,0.8299480676651001,0.6890014410018921,1.265184760093689,1.3495367765426636,1.1658750772476196,21.03041648864746,25.488449096679688,16.6286563873291,23.12348175048828,26.678173065185547,19.70572853088379,0.6548420190811157,0.7178964614868164,0.6010130047798157,0.6156964898109436,0.6236381530761719,0.6589946150779724,20.9759464263916,25.428476333618164,16.583303451538086,22.699176788330078,26.190322875976562,19.395540237426758,0.7518090009689331,0.8215780258178711,0.6840262413024902,1.24051034450531,1.3198689222335815,1.1499574184417725,21.02629280090332,25.483539581298828,16.625802993774414,23.131221771240234,26.687984466552734,19.710586547851562,0.7187853455543518,0.7882470488548279,0.6519967913627625,1.1429122686386108,1.219400405883789,1.0603934526443481,21.01266098022461,25.469987869262695,16.61220932006836,22.93506622314453,26.457012176513672,19.563539505004883
2034,0.7404486536979675,0.8155584931373596,0.6927134990692139,1.2065842151641846,1.3031413555145264,1.154112458229065,21.406761169433594,25.864286422729492,16.09228515625,23.247175216674805,26.812904357910156,19.20236587524414,0.635118842124939,0.7048611044883728,0.5818634033203125,0.560154139995575,0.5891416668891907,0.5209702849388123,21.351842880249023,25.80489730834961,16.035165786743164,22.823688507080078,26.332883834838867,18.817508697509766,0.7332370281219482,0.8072506785392761,0.6843543648719788,1.181923508644104,1.2737839221954346,1.126991629600525,21.4025821685791,25.859355926513672,16.087472915649414,23.254961013793945,26.82276153564453,19.210519790649414,0.6993392109870911,0.7730847001075745,0.6554194688796997,1.0836598873138428,1.1723366975784302,1.0484336614608765,21.388999938964844,25.846113204956055,16.075716018676758,23.057022094726562,26.59081268310547,19.05883026123047
2035,0.7631340026855469,0.8290618658065796,0.6997263431549072,1.246230959892273,1.292196273803711,1.1726617813110352,20.969589233398438,25.6264591217041,15.907496452331543,22.958410263061523,26.80112075805664,19.23588752746582,0.6225122809410095,0.6799781322479248,0.576079249382019,0.3825925290584564,0.3381118178367615,0.48499977588653564,20.895767211914062,25.546607971191406,15.844280242919922,22.396778106689453,26.156890869140625,18.815488815307617,0.749083936214447,0.8128187656402588,0.6896981000900269,1.1980279684066772,1.2348581552505493,1.14065682888031,20.961441040039062,25.616853713989258,15.901774406433105,22.973424911499023,26.820199966430664,19.24538803100586,0.7216107249259949,0.7857071757316589,0.6614183783531189,1.122064232826233,1.159030795097351,1.064939260482788,20.951568603515625,25.608081817626953,15.890350341796875,22.765892028808594,26.575408935546875,19.088964462280273
2036,0.7671734094619751,0.86077481508255,0.6752638816833496,1.2606710195541382,1.4138052463531494,1.1350939273834229,21.162565231323242,25.60131072998047,16.480010986328125,23.18225860595703,26.974058151245117,19.539897918701172,0.6263164281845093,0.7091119885444641,0.5586416125297546,0.39534804224967957,0.4363912343978882,0.47776174545288086,21.089021682739258,25.520427703857422,16.420703887939453,22.61591148376465,26.308507919311523,19.130395889282227,0.7530851364135742,0.8441172242164612,0.6661615967750549,1.2122422456741333,1.3549072742462158,1.1057968139648438,21.15443229675293,25.59161376953125,16.474761962890625,23.19729995727539,26.99319839477539,19.54922103881836,0.7266935706138611,0.8189854025840759,0.6389622092247009,1.1376333236694336,1.2820204496383667,1.031420111656189,21.14459228515625,25.582380294799805,16.464075088500977,22.990129470825195,26.745834350585938,19.39886474609375
2037,0.7357842922210693,0.8101452589035034,0.690348207950592,1.2029911279678345,1.302977442741394,1.1576087474822998,21.55953598022461,26.055818557739258,16.36077880859375,23.317893981933594,27.075008392333984,19.41275978088379,0.5965079665184021,0.66171795129776,0.5695831179618835,0.3568859100341797,0.36422863602638245,0.4832451343536377,21.48712921142578,25.97718620300293,16.299091339111328,22.763710021972656,26.43202781677246,18.99312973022461,0.722134530544281,0.7942121028900146,0.6807906031608582,1.1563318967819214,1.2467862367630005,1.1270239353179932,21.55160140991211,26.046411514282227,16.35526466369629,23.332809448242188,27.093870162963867,19.42205047607422,0.6949851512908936,0.7675251960754395,0.6536515355110168,1.0806294679641724,1.172072172164917,1.0532965660095215,21.54193115234375,26.037841796875,16.34446907043457,23.128875732421875,26.85262680053711,19.27141761779785
2038,0.7574836015701294,0.8206292390823364,0.7087337374687195,1.2374060153961182,1.3017566204071045,1.2012015581130981,21.21162223815918,25.898786544799805,16.075950622558594,23.13568878173828,26.89244842529297,19.412979125976562,0.6161409616470337,0.6737959980964661,0.5869223475456238,0.3758372664451599,0.3599574565887451,0.5200415849685669,21.138015747070312,25.820308685302734,16.01420783996582,22.573232650756836,26.256895065307617,18.985990524291992,0.7435593008995056,0.8048128485679626,0.6992226839065552,1.1896233558654785,1.2453221082687378,1.1705704927444458,21.20354461669922,25.88936424255371,16.07050895690918,23.150741577148438,26.911670684814453,19.422367095947266,0.7159310579299927,0.7776058912277222,0.6712779998779297,1.1131263971328735,1.169279932975769,1.0945067405700684,21.193767547607422,25.880849838256836,16.05940818786621,22.943222045898438,26.667917251586914,19.2685546875
2039,0.772911548614502,0.8466458320617676,0.7027596235275269,1.2780139446258545,1.3782662153244019,1.2188332080841064,21.052404403686523,25.76303482055664,15.950636863708496,23.17335319519043,27.156530380249023,19.601375579833984,0.6325036883354187,0.6959021091461182,0.5681244134902954,0.41252410411834717,0.41181108355522156,0.44959571957588196,20.978899002075195,25.68257713317871,15.881332397460938,22.60820770263672,26.499971389770508,19.12241554260254,0.7589595317840576,0.8302597999572754,0.6934946775436401,1.2299888134002686,1.3203448057174683,1.1887887716293335,21.044349670410156,25.753446578979492,15.945301055908203,23.188302993774414,27.175432205200195,19.6109561920166,0.732410192489624,0.8045048713684082,0.6664475798606873,1.1548783779144287,1.2465555667877197,1.1137104034423828,21.034393310546875,25.744178771972656,15.934529304504395,22.982458114624023,26.93143081665039,19.46004867553711
2040,0.7494282722473145,0.8135402202606201,0.7032634615898132,1.2447924613952637,1.3468824625015259,1.2085853815078735,21.34032440185547,25.89374351501465,16.09488296508789,23.270971298217773,26.898447036743164,19.49980354309082,0.5745068788528442,0.6265556216239929,0.5542466640472412,0.19022847712039948,0.17812180519104004,0.381009966135025,21.249319076538086,25.794763565063477,16.019195556640625,22.57881736755371,26.10662078857422,18.982524871826172,0.7356770634651184,0.7976155877113342,0.6938780546188354,1.1978169679641724,1.2909879684448242,1.178222894668579,21.332355499267578,25.88434600830078,16.089502334594727,23.28586196899414,26.917203903198242,19.509078979492188,0.7087851166725159,0.7715077996253967,0.6666309833526611,1.1222283840179443,1.2174004316329956,1.1033152341842651,21.32253074645996,25.87558364868164,16.07870101928711,23.08114242553711,26.677112579345703,19.359045028686523
2041,0.7486281991004944,0.8063897490501404,0.682144045829773,1.2493396997451782,1.3044025897979736,1.124510407447815,21.212039947509766,26.09031867980957,16.595382690429688,23.222558975219727,27.04322624206543,19.546653747558594,0.5741773247718811,0.6246247887611389,0.5276289582252502,0.19650182127952576,0.15062250196933746,0.2848844528198242,21.12127113342285,25.99284553527832,16.51744270324707,22.537200927734375,26.276596069335938,19.01729393005371,0.734948456287384,0.7905914187431335,0.6725301742553711,1.2022234201431274,1.248242974281311,1.0940732955932617,21.2041015625,26.080930709838867,16.58984375,23.237333297729492,27.06191635131836,19.556169509887695,0.7079740762710571,0.764807403087616,0.6438894867897034,1.126996636390686,1.1762033700942993,1.0176128149032593,21.19451332092285,26.072580337524414,16.578723907470703,23.035324096679688,26.826236724853516,19.39873695373535
